trade_date,gvkey,weights,predicted_return
2018-03-01 00:00:00,6994,0,0.028606472
2018-03-01 00:00:00,7065,0.00109,0.029601956
2018-03-01 00:00:00,7085,0,0.026365539
2018-03-01 00:00:00,7146,0,0.025515957
2018-03-01 00:00:00,7163,0,0.045715416
2018-03-01 00:00:00,7260,0.00576,0.015373802
2018-03-01 00:00:00,7343,0.01229,0.049514225
2018-03-01 00:00:00,7637,0.00373,0.028967198
2018-03-01 00:00:00,7866,0,0.015373802
2018-03-01 00:00:00,7875,0.00314,0.025987193
2018-03-01 00:00:00,7985,0,0.031732458
2018-03-01 00:00:00,8030,0.00122,0.01251818
2018-03-01 00:00:00,8215,0.00171,0.03043488
2018-03-01 00:00:00,8247,0,0.01251818
2018-03-01 00:00:00,8264,0.00188,0.029569313
2018-03-01 00:00:00,8479,0,0.023826694
2018-03-01 00:00:00,8530,0,0.034649994
2018-03-01 00:00:00,8539,0.00335,0.066503189
2018-03-01 00:00:00,8606,0.00836,0.044124538
2018-03-01 00:00:00,8692,0.00827,0.012470971
2018-03-01 00:00:00,9063,0,0.027663048
2018-03-01 00:00:00,9299,0.00325,0.026187422
2018-03-01 00:00:00,9555,0.00936,0.01251818
2018-03-01 00:00:00,9667,0.01148,0.01251818
2018-03-01 00:00:00,9846,0,0.022770163
2018-03-01 00:00:00,9882,0,0.024252176
2018-03-01 00:00:00,9899,0,0.015373802
2018-03-01 00:00:00,9904,0.03228,-0.000415298
2018-03-01 00:00:00,10190,0.01939,0.077795874
2018-03-01 00:00:00,10466,0.0058,0.001887431
2018-03-01 00:00:00,10499,0,0.081274931
2018-03-01 00:00:00,10504,0,-0.005362887
2018-03-01 00:00:00,10631,0.00027,0.044184516
2018-03-01 00:00:00,10860,0.05,0.023824401
2018-03-01 00:00:00,10920,0.00947,0.027040931
2018-03-01 00:00:00,11115,0,0.030423904
2018-03-01 00:00:00,11228,0.0002,0.01251818
2018-03-01 00:00:00,11399,0,0.049681046
2018-03-01 00:00:00,11506,0,-0.000415298
2018-03-01 00:00:00,11511,0,0.024937717
2018-03-01 00:00:00,11554,0,0.022217541
2018-03-01 00:00:00,11811,0,0.044621932
2018-03-01 00:00:00,12142,0,0.040935953
2018-03-01 00:00:00,12151,0,0.058244023
2018-03-01 00:00:00,12589,0.00775,0.028967198
2018-03-01 00:00:00,12635,0.00959,0.052078535
2018-03-01 00:00:00,12892,0,-0.000415298
2018-03-01 00:00:00,13125,0.00272,0.011458511
2018-03-01 00:00:00,13510,0.01228,0.011458511
2018-03-01 00:00:00,13700,0.00459,0.02936862
2018-03-01 00:00:00,13714,0.00139,0.015373802
2018-03-01 00:00:00,14477,0.00631,0.026126406
2018-03-01 00:00:00,14535,0,0.015373802
2018-03-01 00:00:00,14590,0,0.02163052
2018-03-01 00:00:00,15267,0,0.031404679
2018-03-01 00:00:00,15414,0.00254,0.031167967
2018-03-01 00:00:00,15417,0.00084,0.033158821
2018-03-01 00:00:00,15520,0.0026,0.022794209
2018-03-01 00:00:00,17639,0.01905,0.011458511
2018-03-01 00:00:00,17874,0.00253,0.015373802
2018-03-01 00:00:00,18043,0,0.015373802
2018-03-01 00:00:00,18872,0,0.015373802
2018-03-01 00:00:00,18892,0.00504,0.021358069
2018-03-01 00:00:00,19000,0.007,0.012739555
2018-03-01 00:00:00,19843,0,0.033278587
2018-03-01 00:00:00,20004,0.00299,0.015373802
2018-03-01 00:00:00,20228,0,0.03063987
2018-03-01 00:00:00,20232,0,0.041839162
2018-03-01 00:00:00,20748,0.00025,0.035754377
2018-03-01 00:00:00,20904,0,0.03063987
2018-03-01 00:00:00,21825,0.00248,0.029848226
2018-03-01 00:00:00,21841,0,0.09525764
2018-03-01 00:00:00,23071,0.00205,0.063946664
2018-03-01 00:00:00,23119,0.0083,0.03611884
2018-03-01 00:00:00,23238,0.00414,0.024523754
2018-03-01 00:00:00,24197,0.00646,0.03498945
2018-03-01 00:00:00,24216,0,0.021931574
2018-03-01 00:00:00,24616,0,0.032088865
2018-03-01 00:00:00,24617,0.00417,0.024399906
2018-03-01 00:00:00,24731,0.0072,0.011458511
2018-03-01 00:00:00,25124,0.00258,0.01251818
2018-03-01 00:00:00,25279,0,0.03063987
2018-03-01 00:00:00,25753,0.00495,0.050796199
2018-03-01 00:00:00,25880,0,0.033569992
2018-03-01 00:00:00,26061,0,0.015373802
2018-03-01 00:00:00,27845,0,0.03252973
2018-03-01 00:00:00,27928,0.01858,0.042623348
2018-03-01 00:00:00,28118,0.00541,0.046582717
2018-03-01 00:00:00,28180,0.0029,0.023123438
2018-03-01 00:00:00,28195,0.00276,0.065220456
2018-03-01 00:00:00,28385,0.00451,0.043485023
2018-03-01 00:00:00,28790,0.00538,0.03543463
2018-03-01 00:00:00,29015,0.00246,0.033157796
2018-03-01 00:00:00,29127,0.0165,0.030423904
2018-03-01 00:00:00,29173,0.01636,0.004790199
2018-03-01 00:00:00,29241,0.02801,0.036096077
2018-03-01 00:00:00,29392,0.00805,0.01251818
2018-03-01 00:00:00,29733,0.01572,0.01251818
2018-03-01 00:00:00,29830,0.00518,0.01251818
2018-03-01 00:00:00,29968,0,0.03050492
2018-03-01 00:00:00,30004,0.01178,0.011974717
2018-03-01 00:00:00,30098,0,0.035538648
2018-03-01 00:00:00,30259,0.02029,0.193128899
2018-03-01 00:00:00,32106,0,-0.001837188
2018-03-01 00:00:00,32546,0,0.019234952
2018-03-01 00:00:00,32580,0,0.014145857
2018-03-01 00:00:00,60900,0.00699,0.015373802
2018-03-01 00:00:00,61325,0.00397,0.037580125
2018-03-01 00:00:00,61380,0,0.029126648
2018-03-01 00:00:00,62823,0,0.048288654
2018-03-01 00:00:00,63099,0,0.037938407
2018-03-01 00:00:00,63172,0,0.033601703
2018-03-01 00:00:00,63643,0,0.030154029
2018-03-01 00:00:00,64030,0,0.01251818
2018-03-01 00:00:00,64630,0.01038,0.015373802
2018-03-01 00:00:00,65417,0,0.026466254
2018-03-01 00:00:00,65640,0.00862,0.0363499
2018-03-01 00:00:00,65967,0.05,0.035887372
2018-03-01 00:00:00,66368,0,0.03896497
2018-03-01 00:00:00,66446,0.04896,0.03639358
2018-03-01 00:00:00,112111,0.00921,0.012648212
2018-03-01 00:00:00,117768,0,0.045078179
2018-03-01 00:00:00,125240,0.00789,0.019234952
2018-03-01 00:00:00,126136,0,0.015373802
2018-03-01 00:00:00,126554,0.00024,0.030423904
2018-03-01 00:00:00,128978,0.00929,0.01251818
2018-03-01 00:00:00,133366,0,0.03063987
2018-03-01 00:00:00,138743,0.01087,0.012203992
2018-03-01 00:00:00,141913,0.03196,0.038747624
2018-03-01 00:00:00,145049,0.0012,0.028533245
2018-03-01 00:00:00,145552,0.01075,0.050885752
2018-03-01 00:00:00,147579,0,0.015373802
2018-03-01 00:00:00,148350,0.00185,0.210573494
2018-03-01 00:00:00,149070,0.00503,0.034524222
2018-03-01 00:00:00,149337,0,0.039316082
2018-03-01 00:00:00,150937,0.01035,0.045889433
2018-03-01 00:00:00,152149,0.0212,0.041004438
2018-03-01 00:00:00,158354,0,0.075804136
2018-03-01 00:00:00,160211,0.0076,0.026466254
2018-03-01 00:00:00,160225,0,0.051083821
2018-03-01 00:00:00,160888,0.00619,0.077359806
2018-03-01 00:00:00,162076,0.00289,0.029588818
2018-03-01 00:00:00,162254,0,0.01251818
2018-03-01 00:00:00,162887,0.00047,0.045189522
2018-03-01 00:00:00,163610,0.00466,0.034406686
2018-03-01 00:00:00,164296,0.00388,0.015373802
2018-03-01 00:00:00,165675,0.02042,0.015373802
2018-03-01 00:00:00,165746,0.00049,0.015373802
2018-03-01 00:00:00,165914,0.00118,0.039116945
2018-03-01 00:00:00,165927,0.00675,0.01251818
2018-03-01 00:00:00,165993,0,0.03957644
2018-03-01 00:00:00,166385,0.00928,0.030915505
2018-03-01 00:00:00,170617,0.00036,0.015373802
2018-03-01 00:00:00,170750,0,-0.005362887
2018-03-01 00:00:00,177884,0,-0.005362887
2018-03-01 00:00:00,177983,0.00503,0.024100322
2018-03-01 00:00:00,178507,0.00427,0.043314395
2018-03-01 00:00:00,179534,0.00113,0.035759739
2018-03-01 00:00:00,179741,0.00277,0.044149178
2018-03-01 00:00:00,180112,0.0039,0.037395155
2018-03-01 00:00:00,180405,0.0013,0.015373802
2018-03-01 00:00:00,180711,0,0.04248435
2018-03-01 00:00:00,184500,0,0.035115921
2018-03-01 00:00:00,184700,0.00234,0.041544121
2018-03-01 00:00:00,184725,0,0.071819971
2018-03-01 00:00:00,185291,0.00201,0.022822024
2018-03-01 00:00:00,185532,0.01514,0.001887431
2018-03-01 00:00:00,189459,0,0.037461184
2018-03-01 00:00:00,199356,0.00251,0.015373802
2018-03-01 00:00:00,287882,0.00425,-0.000415298
2018-03-01 00:00:00,294524,0.00038,0.01251818
2018-03-01 00:00:00,312009,0.00741,-0.000415298
2018-03-01 00:00:00,316056,0.00156,0.025884303
2018-06-01 00:00:00,1209,0.00064,0.009543821
2018-06-01 00:00:00,1487,0.00096,0.026036609
2018-06-01 00:00:00,1602,0,0.030225737
2018-06-01 00:00:00,1678,0.00196,-0.004074649
2018-06-01 00:00:00,1704,0.00625,0.030835526
2018-06-01 00:00:00,1794,0.00054,0.009543821
2018-06-01 00:00:00,1891,0.0004,0.020701547
2018-06-01 00:00:00,1913,0.01641,0.009543821
2018-06-01 00:00:00,1988,0.00585,0.009543821
2018-06-01 00:00:00,2136,0.00529,0.017402392
2018-06-01 00:00:00,2154,0,0.009543821
2018-06-01 00:00:00,2220,0.00277,0.03109859
2018-06-01 00:00:00,2269,0.00728,0.056297248
2018-06-01 00:00:00,2504,0.00111,0.079162666
2018-06-01 00:00:00,2574,0.00321,0.033662242
2018-06-01 00:00:00,2817,0.00052,0.02417361
2018-06-01 00:00:00,2884,0,0.017402392
2018-06-01 00:00:00,3036,0,0.02767789
2018-06-01 00:00:00,3107,0,0.020220742
2018-06-01 00:00:00,3221,0.01994,0.032323756
2018-06-01 00:00:00,3226,0,0.017402392
2018-06-01 00:00:00,3336,0,0.030835526
2018-06-01 00:00:00,3413,0.00156,0.020737192
2018-06-01 00:00:00,3619,0,0.009543821
2018-06-01 00:00:00,3835,0.00023,0.020145277
2018-06-01 00:00:00,3964,0,0.035040216
2018-06-01 00:00:00,3980,0.0057,0.017402392
2018-06-01 00:00:00,4060,0,0.009543821
2018-06-01 00:00:00,4066,0.00817,0.017402392
2018-06-01 00:00:00,4093,0.00057,0.019631345
2018-06-01 00:00:00,4213,0.00025,0.009543821
2018-06-01 00:00:00,4510,0.01736,0.009543821
2018-06-01 00:00:00,4598,0.00606,0.024579728
2018-06-01 00:00:00,4640,0.00464,0.02566395
2018-06-01 00:00:00,4839,0.00026,0.061620896
2018-06-01 00:00:00,4973,0.00585,0.035542604
2018-06-01 00:00:00,4988,0.00088,0.017402392
2018-06-01 00:00:00,5071,0,0.020474636
2018-06-01 00:00:00,5073,0.00167,0.020566599
2018-06-01 00:00:00,5250,0,0.009543821
2018-06-01 00:00:00,5568,0.00167,0.020407772
2018-06-01 00:00:00,5606,0,0.047386956
2018-06-01 00:00:00,5709,0.00784,0.020129302
2018-06-01 00:00:00,5860,0.01491,0.024248549
2018-06-01 00:00:00,5878,0.00054,0.022946254
2018-06-01 00:00:00,5968,0.01942,0.014405713
2018-06-01 00:00:00,6008,0,0.031912363
2018-06-01 00:00:00,6078,0,0.009543821
2018-06-01 00:00:00,6104,0,0.009543821
2018-06-01 00:00:00,6310,0.00977,-0.004074649
2018-06-01 00:00:00,6502,0.00646,0.032418884
2018-06-01 00:00:00,6565,0.00293,0.031173417
2018-06-01 00:00:00,6653,0.00712,0.025475271
2018-06-01 00:00:00,6669,0.0011,0.021795728
2018-06-01 00:00:00,6781,0.00229,0.029843015
2018-06-01 00:00:00,6788,0,-0.004074649
2018-06-01 00:00:00,6821,0,0.009543821
2018-06-01 00:00:00,7065,0.00366,0.035977958
2018-06-01 00:00:00,7163,0,0.038103276
2018-06-01 00:00:00,7241,0,0.033428198
2018-06-01 00:00:00,7257,0.00671,0.031284081
2018-06-01 00:00:00,7260,0,0.017402392
2018-06-01 00:00:00,7343,0,0.031173417
2018-06-01 00:00:00,7585,0.00124,0.065393806
2018-06-01 00:00:00,7620,0,-0.004074649
2018-06-01 00:00:00,7866,0,0.017402392
2018-06-01 00:00:00,7881,0,0.009543821
2018-06-01 00:00:00,7923,0.0084,0.027956441
2018-06-01 00:00:00,7974,0.02561,0.020213657
2018-06-01 00:00:00,7985,0.00783,0.029184893
2018-06-01 00:00:00,7991,0.00067,0.03206391
2018-06-01 00:00:00,8030,0.00281,0.009543821
2018-06-01 00:00:00,8215,0.00598,0.014405713
2018-06-01 00:00:00,8247,0,0.009543821
2018-06-01 00:00:00,8253,0,0.022954844
2018-06-01 00:00:00,8264,0.00082,0.018516092
2018-06-01 00:00:00,8358,0,0.021224899
2018-06-01 00:00:00,8455,0.00022,0.013269832
2018-06-01 00:00:00,8530,0,0.036491166
2018-06-01 00:00:00,8606,0.00299,0.040519283
2018-06-01 00:00:00,8692,0.01328,0.012348356
2018-06-01 00:00:00,8762,0,0.02247223
2018-06-01 00:00:00,8810,0,0.016033298
2018-06-01 00:00:00,9299,0,0.020695662
2018-06-01 00:00:00,9445,0,0.032540886
2018-06-01 00:00:00,9667,0,0.009543821
2018-06-01 00:00:00,9778,0,0.023127705
2018-06-01 00:00:00,9846,0.00169,0.012921745
2018-06-01 00:00:00,9899,0,0.017402392
2018-06-01 00:00:00,10190,0.01185,0.058716531
2018-06-01 00:00:00,10405,0,0.02264021
2018-06-01 00:00:00,10920,0.0009,0.026012864
2018-06-01 00:00:00,11228,0.00554,0.009543821
2018-06-01 00:00:00,11264,0.01662,0.023274723
2018-06-01 00:00:00,11300,0,0.020367674
2018-06-01 00:00:00,11399,0.01008,0.035523328
2018-06-01 00:00:00,11456,0.00455,0.012747286
2018-06-01 00:00:00,11506,0.00173,-0.003491199
2018-06-01 00:00:00,11511,0.00063,0.019368764
2018-06-01 00:00:00,11584,0,0.031562643
2018-06-01 00:00:00,11672,0.00684,0.019219979
2018-06-01 00:00:00,12151,0.01344,0.03858937
2018-06-01 00:00:00,12389,0,0.021035195
2018-06-01 00:00:00,12459,0,0.021648595
2018-06-01 00:00:00,12635,0,0.049815501
2018-06-01 00:00:00,13125,0.00696,0.011774637
2018-06-01 00:00:00,13510,0.00075,0.012180976
2018-06-01 00:00:00,13700,0,0.044614052
2018-06-01 00:00:00,13714,0.00685,0.017402392
2018-06-01 00:00:00,14535,0.03158,0.017402392
2018-06-01 00:00:00,14590,0.00544,0.015954014
2018-06-01 00:00:00,14624,0,0.035685222
2018-06-01 00:00:00,15267,0.00388,0.020692582
2018-06-01 00:00:00,15414,0.00917,0.032057295
2018-06-01 00:00:00,16721,0.00146,0.017402392
2018-06-01 00:00:00,17639,0,0.029963816
2018-06-01 00:00:00,17874,0,0.017402392
2018-06-01 00:00:00,18043,0.00311,0.017402392
2018-06-01 00:00:00,18465,0,-0.004074649
2018-06-01 00:00:00,18892,0,0.028791681
2018-06-01 00:00:00,19843,0.00182,0.058716531
2018-06-01 00:00:00,20004,0,0.017402392
2018-06-01 00:00:00,20228,0,0.031284081
2018-06-01 00:00:00,20430,0.00021,0.031995149
2018-06-01 00:00:00,20548,0,-0.004074649
2018-06-01 00:00:00,20904,0.00057,0.037952454
2018-06-01 00:00:00,21841,0.00314,0.090989898
2018-06-01 00:00:00,22260,0,0.036131653
2018-06-01 00:00:00,23071,0.02869,0.058977108
2018-06-01 00:00:00,23119,0.01619,0.030835526
2018-06-01 00:00:00,23978,0,0.009543821
2018-06-01 00:00:00,24197,0.0121,0.036131653
2018-06-01 00:00:00,24316,0,0.029674001
2018-06-01 00:00:00,24379,0.00022,0.024728299
2018-06-01 00:00:00,24468,0,0.030539641
2018-06-01 00:00:00,24731,0.00567,0.01605092
2018-06-01 00:00:00,25030,0.00762,0.027552612
2018-06-01 00:00:00,25124,0,0.009543821
2018-06-01 00:00:00,25157,0.00033,0.035523328
2018-06-01 00:00:00,25279,0.00585,0.031189301
2018-06-01 00:00:00,25340,0,0.02128391
2018-06-01 00:00:00,26061,0.03031,0.017402392
2018-06-01 00:00:00,27786,0,-0.001939491
2018-06-01 00:00:00,27845,0.01122,0.039861053
2018-06-01 00:00:00,28180,0,0.03074559
2018-06-01 00:00:00,28192,0,0.027530061
2018-06-01 00:00:00,28320,0.01538,0.030602146
2018-06-01 00:00:00,28349,0.05,0.025500684
2018-06-01 00:00:00,28790,0,0.029620045
2018-06-01 00:00:00,29015,0,0.030871599
2018-06-01 00:00:00,29173,0.00553,-0.00335188
2018-06-01 00:00:00,29392,0,0.009543821
2018-06-01 00:00:00,29733,0.01221,0.009543821
2018-06-01 00:00:00,29736,0.00706,0.02135086
2018-06-01 00:00:00,29751,0.00583,0.009543821
2018-06-01 00:00:00,29830,0.00371,0.010640976
2018-06-01 00:00:00,29901,0.00748,0.025947509
2018-06-01 00:00:00,29968,0,0.059149884
2018-06-01 00:00:00,30923,0,-0.004074649
2018-06-01 00:00:00,30990,0,0.024815328
2018-06-01 00:00:00,31109,0,0.01350763
2018-06-01 00:00:00,31673,0.00417,0.045592172
2018-06-01 00:00:00,31846,0.00676,0.028171342
2018-06-01 00:00:00,32106,0.00012,-0.004074649
2018-06-01 00:00:00,32546,0,0.028791681
2018-06-01 00:00:00,32580,0,0.012180976
2018-06-01 00:00:00,32930,0,0.022990932
2018-06-01 00:00:00,60900,0,0.017402392
2018-06-01 00:00:00,61380,0.00898,0.027859652
2018-06-01 00:00:00,61409,0,-0.004074649
2018-06-01 00:00:00,61591,0.00254,0.030835526
2018-06-01 00:00:00,62374,0.01771,0.017846169
2018-06-01 00:00:00,62823,0.00955,0.047290499
2018-06-01 00:00:00,63099,0.0116,0.042852503
2018-06-01 00:00:00,63172,0,0.034951658
2018-06-01 00:00:00,64030,0.02086,0.009543821
2018-06-01 00:00:00,64356,0,0.038314416
2018-06-01 00:00:00,64410,0.00014,0.035669709
2018-06-01 00:00:00,64630,0.00206,0.017402392
2018-06-01 00:00:00,64848,0.00063,0.009543821
2018-06-01 00:00:00,65640,0,0.032315031
2018-06-01 00:00:00,65967,0,0.036471155
2018-06-01 00:00:00,66368,0.0027,0.041380464
2018-06-01 00:00:00,113419,0.00504,0.030835526
2018-06-01 00:00:00,117768,0.0057,0.028735068
2018-06-01 00:00:00,121382,0,0.014568273
2018-06-01 00:00:00,125240,0.0113,0.028791681
2018-06-01 00:00:00,126136,0.00633,0.017402392
2018-06-01 00:00:00,128978,0.01172,0.009543821
2018-06-01 00:00:00,133366,0.00481,0.030273986
2018-06-01 00:00:00,138743,0.00519,0.011412934
2018-06-01 00:00:00,145049,0,0.04299656
2018-06-01 00:00:00,145552,0,0.045742251
2018-06-01 00:00:00,147579,0.00904,0.017402392
2018-06-01 00:00:00,149337,0,0.025034374
2018-06-01 00:00:00,150937,0,0.03065231
2018-06-01 00:00:00,155393,0,-0.004074649
2018-06-01 00:00:00,158354,0,0.072167175
2018-06-01 00:00:00,160225,0.00201,0.03883067
2018-06-01 00:00:00,160329,0.00374,0.017402392
2018-06-01 00:00:00,160893,0.00459,0.045515508
2018-06-01 00:00:00,161844,0.00064,0.0309774
2018-06-01 00:00:00,162076,0.05,0.032539445
2018-06-01 00:00:00,162129,0.04787,0.014405713
2018-06-01 00:00:00,162254,0.00012,0.009543821
2018-06-01 00:00:00,162887,0,0.0473173
2018-06-01 00:00:00,163036,0.00251,0.029798894
2018-06-01 00:00:00,163946,0.00652,0.009543821
2018-06-01 00:00:00,164046,0.00014,-0.004074649
2018-06-01 00:00:00,165675,0.00492,0.017402392
2018-06-01 00:00:00,165914,0.00142,0.052387893
2018-06-01 00:00:00,165927,0.00285,0.009543821
2018-06-01 00:00:00,166385,0.00473,0.031711381
2018-06-01 00:00:00,177267,0.00426,0.030835526
2018-06-01 00:00:00,178371,0.00351,0.02834568
2018-06-01 00:00:00,178507,0.03176,0.033843883
2018-06-01 00:00:00,179534,0,0.033591892
2018-06-01 00:00:00,179741,0.00011,0.035456371
2018-06-01 00:00:00,180112,0,0.041341164
2018-06-01 00:00:00,180405,0,0.017402392
2018-06-01 00:00:00,183366,0,0.037711777
2018-06-01 00:00:00,184498,0.00106,0.033093651
2018-06-01 00:00:00,184700,0.0039,0.026055156
2018-06-01 00:00:00,184725,0.00315,0.044626314
2018-06-01 00:00:00,186278,0.00128,0.022404606
2018-06-01 00:00:00,199356,0,0.017402392
2018-06-01 00:00:00,270281,0,0.059149884
2018-06-01 00:00:00,287882,0.01197,-0.004074649
2018-06-01 00:00:00,294524,0.00523,0.009543821
2018-09-01 00:00:00,1075,0.00102,0.015712985
2018-09-01 00:00:00,1177,0,0.033768823
2018-09-01 00:00:00,1230,0.00982,0.036033985
2018-09-01 00:00:00,1487,0.02995,0.020961739
2018-09-01 00:00:00,1704,0,0.030108123
2018-09-01 00:00:00,1722,0.00358,0.01869278
2018-09-01 00:00:00,2176,0,0.023594625
2018-09-01 00:00:00,2220,0.00392,0.036855557
2018-09-01 00:00:00,2504,0,0.070323014
2018-09-01 00:00:00,2547,0.00249,0.066943988
2018-09-01 00:00:00,2574,0,0.045848439
2018-09-01 00:00:00,2751,0,0.041217416
2018-09-01 00:00:00,2817,0.01327,0.029745841
2018-09-01 00:00:00,3107,0.00031,0.047023882
2018-09-01 00:00:00,3121,0.00174,0.019032477
2018-09-01 00:00:00,3413,0.00232,0.024109856
2018-09-01 00:00:00,4093,0.00112,0.036531441
2018-09-01 00:00:00,4321,0.01631,0.023421183
2018-09-01 00:00:00,4503,0.05,-0.009821857
2018-09-01 00:00:00,4640,0,0.029882379
2018-09-01 00:00:00,4839,0,0.070251078
2018-09-01 00:00:00,4988,0.00268,0.064532888
2018-09-01 00:00:00,5073,0.00565,0.039010138
2018-09-01 00:00:00,5234,0,0.03482381
2018-09-01 00:00:00,5439,0,-0.009696173
2018-09-01 00:00:00,5492,0.0023,0.023638115
2018-09-01 00:00:00,5597,0.00329,0.019032477
2018-09-01 00:00:00,5606,0.02134,0.041697481
2018-09-01 00:00:00,5878,0,0.02372566
2018-09-01 00:00:00,5968,0,0.043228367
2018-09-01 00:00:00,6435,0.00584,0.019032477
2018-09-01 00:00:00,6565,0.00792,0.031182664
2018-09-01 00:00:00,6669,0.00559,0.032979152
2018-09-01 00:00:00,6682,0,0.0255256
2018-09-01 00:00:00,6781,0,0.028040871
2018-09-01 00:00:00,6821,0,0.033711754
2018-09-01 00:00:00,7017,0.01061,-0.014247992
2018-09-01 00:00:00,7063,0.01325,0.01313547
2018-09-01 00:00:00,7163,0.00754,0.02330539
2018-09-01 00:00:00,7343,0,0.030790842
2018-09-01 00:00:00,7366,0.0042,0.023740827
2018-09-01 00:00:00,7435,0.00408,0.023858473
2018-09-01 00:00:00,7866,0,0.047321874
2018-09-01 00:00:00,7921,0,0.025093885
2018-09-01 00:00:00,7922,0,0.036798625
2018-09-01 00:00:00,7923,0.00186,0.024258977
2018-09-01 00:00:00,7991,0,0.026381312
2018-09-01 00:00:00,8099,0.00824,0.016786034
2018-09-01 00:00:00,8215,0.00291,0.015762233
2018-09-01 00:00:00,8245,0,0.021021932
2018-09-01 00:00:00,8455,0,0.023021815
2018-09-01 00:00:00,8479,0,0.019032477
2018-09-01 00:00:00,8530,0.05,0.039045848
2018-09-01 00:00:00,8543,0.00707,0.01869278
2018-09-01 00:00:00,8606,0.00043,0.040037437
2018-09-01 00:00:00,8692,0.00071,0.01431133
2018-09-01 00:00:00,8823,0,0.030914635
2018-09-01 00:00:00,8972,0.00132,0.024167705
2018-09-01 00:00:00,9063,0,0.035171864
2018-09-01 00:00:00,9299,0.01057,0.025740513
2018-09-01 00:00:00,9445,0.01294,0.025417842
2018-09-01 00:00:00,9882,0.00071,0.030040904
2018-09-01 00:00:00,9904,0,-0.011892059
2018-09-01 00:00:00,10405,0,0.027040241
2018-09-01 00:00:00,10466,0,-0.01069096
2018-09-01 00:00:00,10795,0,0.024372801
2018-09-01 00:00:00,10867,0,0.026342553
2018-09-01 00:00:00,10920,0.02459,0.027497665
2018-09-01 00:00:00,10983,0,0.037417614
2018-09-01 00:00:00,11259,0.0406,0.01869278
2018-09-01 00:00:00,11399,0,0.030108123
2018-09-01 00:00:00,11456,0,0.01431133
2018-09-01 00:00:00,11506,0.01868,-0.011892059
2018-09-01 00:00:00,11636,0,0.031129093
2018-09-01 00:00:00,12124,0,0.026191436
2018-09-01 00:00:00,12151,0.0063,0.038567194
2018-09-01 00:00:00,12389,0.01038,0.036612923
2018-09-01 00:00:00,12459,0,0.028895142
2018-09-01 00:00:00,12635,0.00853,0.021310011
2018-09-01 00:00:00,12689,0,0.031327873
2018-09-01 00:00:00,12726,0.00318,0.027122792
2018-09-01 00:00:00,12892,0.00075,-0.010595067
2018-09-01 00:00:00,13125,0.01082,0.014289684
2018-09-01 00:00:00,13599,0.00117,0.034928937
2018-09-01 00:00:00,13700,0.001,0.036944364
2018-09-01 00:00:00,14535,0,0.02862749
2018-09-01 00:00:00,14590,0.00316,0.064010628
2018-09-01 00:00:00,15267,0.00589,0.027405639
2018-09-01 00:00:00,15414,0.00651,0.036262938
2018-09-01 00:00:00,16101,0.028,0.03544871
2018-09-01 00:00:00,17639,0.0023,0.013584563
2018-09-01 00:00:00,19843,0,0.056938197
2018-09-01 00:00:00,20004,0,0.031322731
2018-09-01 00:00:00,20548,0.00536,-0.011991629
2018-09-01 00:00:00,20686,0.00643,0.027122792
2018-09-01 00:00:00,21841,0,0.095842531
