asset_id,symbol,price,target_weight,target_qty,current_qty,delta,action,planned_qty,adjusted_weight
6649,LEG,9.62,0.006861959022535577,71.4598848856296,71.829065413,-0.3691805273703892,SELL,0.3691805273703892,3.5529372072200664e-05
6733,BBWI,29.215,0.006861959022535577,23.53051831592527,23.30578593,0.22473238592527167,BUY,0.22473238592527167,6.415629969086232e-05
6788,RRC,34.255,0.006861959022535577,20.068430669968084,19.991728232,0.07670243796808407,BUY,0.07670243796808407,2.735424263265121e-05
6821,LPX,95.165,0.006861959022535577,7.22370716754854,7.190704802,0.033002365548539636,BUY,0.033002365548539636,2.8497662751455107e-05
6829,LOW,258.15,0.006861959022535577,2.662963752081181,2.676021332,-0.013057579918819062,SELL,0.013057579918819062,2.5768127775576227e-05
6994,MTW,9.9,0.006861959022535577,69.43879723229867,69.910036417,-0.4712391847013322,SELL,0.4712391847013322,4.6445515607110664e-05
7241,CVS,73.14,0.006861959022535577,9.399016852608105,9.472943651,-0.07392679839189498,SELL,0.07392679839189498,5.110503993236304e-05
7435,MMM,155.57,0.006861959022535577,4.418873128493648,4.391125257,0.027747871493648546,BUY,0.027747871493648546,4.658625959379888e-05
7750,THC,184.31,0.006861959022535577,3.7298252541899886,3.770006615,-0.040181360810011224,SELL,0.040181360810011224,7.359013953618368e-05
7991,TEX,49.95,0.002524373551955822,5.062993768662322,5.012143187,0.05085058166232148,BUY,0.05085058166232148,2.4929652961263463e-05
8272,SRE,82.56,0.006861959022535577,8.326599958814883,8.246211085,0.0803888738148828,BUY,0.0803888738148828,6.592807682824942e-05
8543,MO,67.23,0.006861959022535577,10.225257959240768,10.3,-0.07474204075923296,SELL,0.07474204075923296,4.6975551471872674e-05
8692,PCH,42.05,0.002524373551955822,6.014186414855719,6.07,-0.05581358514428114,SELL,0.05581358514428114,2.518418995846555e-05
9783,KEY,19.38,0.006861959022535577,35.471831403496225,35.27863259,0.19319881349622392,BUY,0.19319881349622392,3.675514239598171e-05
9846,EIX,56.15,0.006861959022535577,12.24299363490217,12.083040183,0.15995345190217058,BUY,0.15995345190217058,8.967687775935573e-05
10121,NAVI,13.72,0.002524373551955822,18.43269232832966,18.580657564,-0.1479652356703376,SELL,0.1479652356703376,2.0542632950662746e-05
11264,WBA,12.01,0.002524373551955822,21.05716392545237,0.0,21.05716392545237,BUY,21.05716392545237,0.002524713546059717
11600,WOR,65.82,0.002524373551955822,3.842244587430614,3.808866701,0.03337788643061401,BUY,0.03337788643061401,1.9710147242166497e-05
11636,XRX,3.98,0.006861959022535577,172.72464638184843,174.86403511,-2.139388728151573,SELL,2.139388728151573,8.501735343410338e-05
11856,TFC,46.85,0.006861959022535577,14.673299735320315,14.598205406,0.07509432932031501,BUY,0.07509432932031501,3.741194766719338e-05
12459,NVR,8126.58,0.006861959022535577,0.08459205380366117,0.084860532,-0.00026847819633883663,SELL,0.00026847819633883663,0.0
12689,KBH,63.52,0.006861959022535577,10.822482566117078,10.893487485,-0.07100491888292204,SELL,0.07100491888292204,4.438326683762237e-05
13421,CDNS,350.39,0.006861959022535577,1.9619398173456915,1.973994648,-0.012054830654308457,SELL,0.012054830654308457,3.497537978417259e-05
14624,ODP,20.25,0.002524373551955822,12.488717962700393,12.260548126,0.2281698367003937,BUY,0.2281698367003937,4.6490433900734573e-05
15414,TECH,54.635,0.006861959022535577,12.582485450713953,12.532436755,0.05004869571395254,BUY,0.05004869571395254,2.7267899690463048e-05
15417,BRO,96.99,0.006861959022535577,7.087783200327424,7.063454106,0.024329094327423917,BUY,0.024329094327423917,1.9362779104808353e-05
18289,ASC,11.615,0.006861959022535577,59.18588829959163,59.73,-0.5441117004083651,SELL,0.5441117004083651,6.260711765298923e-05
19000,MMI,32.64,0.006861959022535577,21.061399895825883,21.144391141,-0.08299124517411727,SELL,0.08299124517411727,2.606458851349396e-05
20748,ANET,136.52,0.006861959022535577,5.035482658949288,5.067483642,-0.03200098305071197,SELL,0.03200098305071197,4.088163630356382e-05
21825,CFG,52.31,0.006861959022535577,13.14173375262391,13.093412496,0.04832125662391107,BUY,0.04832125662391107,2.6107510438512353e-05
25340,DHI,169.51,0.006861959022535577,4.055478099225749,4.077342301,-0.021864201774250525,SELL,0.021864201774250525,3.384044423194211e-05
26061,MTCH,37.34,0.006861959022535577,18.410393481514642,18.315982356,0.09441112551464315,BUY,0.09441112551464315,3.3544981678327125e-05
28338,RIG,3.025,0.002524373551955822,83.60216156849025,82.618464819,0.9836967494902495,BUY,0.9836967494902495,2.9591173655121328e-05
28790,LW,57.55,0.006861959022535577,11.945162338831569,12.056415052,-0.11125271316843133,SELL,0.11125271316843133,6.319005728579714e-05
29127,INCY,84.62,0.006861959022535577,8.123896154570513,8.191866229,-0.06797007442948733,SELL,0.06797007442948733,5.9126448989288493e-05
29150,URBN,67.065,0.002524373551955822,3.7709168529737265,3.714480713,0.05643613997372654,BUY,0.05643613997372654,4.01659381584897e-05
29751,ALB,84.88,0.006861959022535577,8.099011458526824,8.060555301,0.03845615752682363,BUY,0.03845615752682363,3.3890353447079766e-05
29804,IVZ,21.9,0.006861959022535577,31.39014121460077,31.156079202,0.23406201260076998,BUY,0.23406201260076998,5.027854332968331e-05
30137,NKTR,29.825,0.006861959022535577,23.04925708632881,0.0,23.04925708632881,BUY,23.04925708632881,0.006862180194226702
32546,SE,186.515,0.006861959022535577,3.685730866685022,3.663615392,0.02211547468502184,BUY,0.02211547468502184,3.7235269045606044e-05
34164,EQ,1.755,0.006861959022535577,391.7060356693771,0.0,391.7060356693771,BUY,391.7060356693771,0.006862028470212682
34749,COIN,304.36,0.002524373551955822,0.8309125336597548,0.822368429,0.008544104659754859,BUY,0.008544104659754859,3.0380737438599186e-05
35620,DDOG,136.74,0.002524373551955822,1.8494700800400976,1.831509938,0.01796014204009766,BUY,0.01796014204009766,2.7298344311697028e-05
36444,UCL,3.34,0.006861959022535577,205.82158461070563,0.0,205.82158461070563,BUY,205.82158461070563,0.006861906192635595
37596,S,18.87,0.006861959022535577,36.43052954953666,37.066818873,-0.6362893234633447,SELL,0.6362893234633447,0.00012054872187490955
39624,TMC,5.375,0.006861959022535577,127.89657536739661,129.576655231,-1.6800798636033818,SELL,1.6800798636033818,9.013604253862225e-05
40279,STI,3.085,0.006861959022535577,222.83438982163915,0.0,222.83438982163915,BUY,222.83438982163915,0.00686182384243062
63643,ANF,93.535,0.006861959022535577,7.349592052170384,7.281438018,0.06815403417038368,BUY,0.06815403417038368,6.53556181306204e-05
64030,STLD,130.89,0.002524373551955822,1.9321303288615097,1.91,0.022130328861509785,BUY,0.022130328861509785,2.6130468677475673e-05
64410,KMX,61.33,0.006861959022535577,11.208936778081801,11.098254363,0.11068241508180066,BUY,0.11068241508180066,6.734050761664532e-05
66368,VRSN,273.145,0.006861959022535577,2.516773481483303,2.524444843,-0.007671361516696784,SELL,0.007671361516696784,2.7264905137554787e-05
105365,AMT,203.76,0.006861959022535577,3.3737931517459603,3.387551614,-0.01375846225403965,SELL,0.01375846225403965,2.0339003352901073e-05
143912,AXON,748.28,0.006861959022535577,0.918699006521298,0.907137947,0.011561059521298045,BUY,0.011561059521298045,7.469213500642333e-05
145552,CNC,29.04,0.006861959022535577,23.672317238283636,23.812046362,-0.13972912371636426,SELL,0.13972912371636426,4.058218101273783e-05
160329,GOOGL,213.02,0.006861959022535577,3.2271340371784656,3.240179854,-0.013045816821534384,SELL,0.013045816821534384,2.1263322017250626e-05
164046,GTE,4.09,0.006861959022535577,168.07924024443932,0.0,168.07924024443932,BUY,168.07924024443932,0.006861990040117028
166385,PAC,241.41,0.002524373551955822,1.0475810394958078,1.038988338,0.00859270149580782,BUY,0.00859270149580782,2.409716725276722e-05
176567,SMCI,41.545,0.006861959022535577,16.546975390534524,16.409160887,0.13781450353452485,BUY,0.13781450353452485,5.8057393601039724e-05
178310,TDC,20.98,0.002524373551955822,12.054172485447234,11.953309804,0.10086268144723398,BUY,0.10086268144723398,2.0941906671764066e-05
184996,TSLA,333.86,0.002524373551955822,0.7574927776453692,0.75,0.007492777645369153,BUY,0.007492777645369153,3.33253811317214e-05
198058,CPRI,20.6,0.002524373551955822,12.276531007023443,11.960722022,0.3158089850234429,BUY,0.3158089850234429,6.5800309237497e-05
312009,FRO,20.91,0.006861959022535577,32.87633154470382,33.369133787,-0.49280224229618597,SELL,0.49280224229618597,0.00010227296547579953
